Frente (OD),Produção (t),Viagens,Caminhões,Meta (t),Prioridade,Excesso (t),Tempo p/ bater meta (h),Viável no turno?,Status
22 SER - 11 GRADE,234.0,8,2,300.0,1.0,0.0,7.419354838709678,True,✅ Viável
